starting_times,source_nodes,target_nodes,ending_times,durations
13320,24,29,13340,20
13320,24,154,13340,20
13320,25,47,13340,20
13320,36,232,13340,20
13320,136,86,13340,20
13320,87,97,13340,20
13320,87,91,13340,20
13320,85,60,13340,20
13320,80,73,13340,20
13320,77,74,13340,20
13320,77,48,13340,20
13320,2,48,13340,20
13320,29,154,13340,20
13320,17,70,13340,20
13320,114,103,13340,20
13320,117,95,13340,20
13320,174,178,13340,20
13320,97,113,13340,20
13320,97,91,13340,20
13320,100,57,13340,20
13320,73,60,13340,20
13320,177,178,13340,20
13320,74,48,13340,20
13320,57,49,13340,20
13340,214,207,13360,20
13340,214,218,13360,20
13340,211,179,13360,20
13340,207,188,13360,20
13340,207,220,13360,20
13340,213,171,13360,20
13340,206,221,13360,20
13340,192,220,13360,20
13340,195,184,13360,20
13340,202,28,13360,20
13340,158,156,13360,20
13340,158,171,13360,20
13340,151,39,13360,20
13340,151,47,13360,20
13340,123,140,13360,20
13340,123,20,13360,20
13340,125,60,13360,20
13340,129,63,13360,20
13340,129,114,13360,20
13340,127,112,13360,20
13340,54,136,13360,20
13340,56,2,13360,20
13340,56,82,13360,20
13340,69,70,13360,20
13340,62,81,13360,20
13340,63,65,13360,20
13340,63,114,13360,20
13340,63,103,13360,20
13340,65,114,13360,20
13340,24,29,13360,20
13340,26,32,13360,20
13340,26,47,13360,20
13340,39,47,13360,20
13340,136,86,13360,20
13340,87,91,13360,20
13340,152,156,13360,20
13340,85,60,13360,20
13340,99,92,13360,20
13340,80,73,13360,20
13340,77,74,13360,20
13340,77,48,13360,20
13340,17,8,13360,20
13340,8,70,13360,20
13340,117,95,13360,20
13340,156,171,13360,20
13340,174,177,13360,20
13340,97,113,13360,20
13340,97,91,13360,20
13340,100,49,13360,20
13340,103,92,13360,20
13340,73,93,13360,20
13340,73,60,13360,20
13340,74,48,13360,20
13340,75,49,13360,20
13340,93,112,13360,20
13340,57,49,13360,20
13360,215,202,13380,20
13360,214,188,13380,20
13360,214,200,13380,20
13360,214,218,13380,20
13360,207,200,13380,20
13360,207,220,13380,20
13360,213,158,13380,20
13360,213,152,13380,20
13360,206,221,13380,20
13360,194,189,13380,20
13360,188,220,13380,20
13360,186,224,13380,20
13360,186,193,13380,20
13360,200,218,13380,20
13360,195,184,13380,20
13360,143,158,13380,20
13360,149,32,13380,20
13360,158,156,13380,20
13360,158,165,13380,20
13360,123,97,13380,20
13360,125,73,13380,20
13360,125,93,13380,20
13360,125,60,13380,20
13360,220,218,13380,20
13360,220,24,13380,20
13360,129,114,13380,20
13360,129,103,13380,20
13360,217,154,13380,20
13360,54,86,13380,20
13360,56,77,13380,20
13360,69,8,13380,20
13360,62,81,13380,20
13360,62,70,13380,20
13360,63,65,13380,20
13360,65,114,13380,20
13360,24,29,13380,20
13360,25,32,13380,20
13360,31,39,13380,20
13360,32,47,13380,20
13360,87,107,13380,20
13360,87,91,13380,20
13360,152,156,13380,20
13360,86,2,13380,20
13360,101,116,13380,20
13360,80,73,13380,20
13360,77,74,13380,20
13360,77,48,13380,20
13360,193,154,13380,20
13360,2,48,13380,20
13360,107,93,13380,20
13360,114,103,13380,20
13360,8,70,13380,20
13360,116,95,13380,20
13360,116,93,13380,20
13360,174,177,13380,20
13360,174,178,13380,20
13360,97,113,13380,20
13360,100,49,13380,20
13360,171,165,13380,20
13360,73,93,13380,20
13360,73,60,13380,20
13360,177,178,13380,20
13360,74,82,13380,20
13360,74,48,13380,20
13360,75,49,13380,20
13360,82,48,13380,20
13360,57,49,13380,20
13380,211,24,13400,20
13380,207,220,13400,20
13380,206,221,13400,20
13380,194,154,13400,20
13380,186,189,13400,20
13380,186,193,13400,20
13380,221,26,13400,20
13380,189,193,13400,20
13380,192,200,13400,20
13380,149,25,13400,20
13380,149,47,13400,20
13380,151,32,13400,20
13380,151,47,13400,20
13380,124,58,13400,20
13380,125,73,13400,20
13380,125,60,13400,20
13380,220,218,13400,20
13380,217,193,13400,20
13380,54,18,13400,20
13380,56,74,13400,20
13380,69,81,13400,20
13380,62,81,13400,20
13380,40,34,13400,20
13380,24,29,13400,20
13380,25,32,13400,20
13380,26,32,13400,20
13380,31,38,13400,20
13380,36,232,13400,20
13380,38,47,13400,20
13380,39,47,13400,20
13380,87,91,13400,20
13380,86,18,13400,20
13380,85,60,13400,20
13380,81,17,13400,20
13380,101,116,13400,20
13380,101,95,13400,20
13380,77,74,13400,20
13380,77,48,13400,20
13380,193,154,13400,20
13380,2,74,13400,20
13380,2,48,13400,20
13380,17,8,13400,20
13380,114,103,13400,20
13380,156,165,13400,20
13380,116,95,13400,20
13380,73,60,13400,20
13380,177,178,13400,20
13380,74,48,13400,20
13380,75,49,13400,20
13380,82,48,13400,20
13380,57,49,13400,20
13400,211,179,13420,20
13400,207,188,13420,20
13400,207,192,13420,20
13400,207,220,13420,20
13400,206,221,13420,20
13400,194,217,13420,20
13400,194,24,13420,20
13400,188,220,13420,20
13400,186,193,13420,20
13400,224,154,13420,20
13400,200,218,13420,20
13400,148,178,13420,20
13400,195,184,13420,20
13400,149,26,13420,20
13400,158,152,13420,20
13400,158,165,13420,20
13400,151,32,13420,20
13400,151,47,13420,20
13400,125,73,13420,20
13400,125,93,13420,20
13400,125,60,13420,20
13400,132,54,13420,20
13400,132,86,13420,20
13400,217,34,13420,20
13400,127,58,13420,20
13400,54,86,13420,20
13400,54,18,13420,20
13400,56,74,13420,20
13400,56,82,13420,20
13400,69,81,13420,20
13400,62,81,13420,20
13400,62,17,13420,20
13400,65,103,13420,20
13400,65,92,13420,20
13400,24,34,13420,20
13400,36,232,13420,20
13400,152,171,13420,20
13400,86,18,13420,20
13400,85,93,13420,20
13400,85,60,13420,20
13400,81,8,13420,20
13400,81,70,13420,20
13400,101,116,13420,20
13400,80,93,13420,20
13400,2,82,13420,20
13400,29,154,13420,20
13400,17,70,13420,20
13400,8,70,13420,20
13400,100,75,13420,20
13400,100,57,13420,20
13400,100,49,13420,20
13400,103,92,13420,20
13400,171,165,13420,20
13400,73,93,13420,20
13400,73,60,13420,20
13400,177,178,13420,20
13400,74,82,13420,20
13400,74,48,13420,20
13400,75,49,13420,20
13400,82,48,13420,20
13400,57,49,13420,20
13420,215,28,13440,20
13420,211,179,13440,20
13420,207,220,13440,20
13420,213,143,13440,20
13420,188,220,13440,20
13420,186,217,13440,20
13420,221,225,13440,20
13420,224,29,13440,20
13420,195,184,13440,20
13420,143,158,13440,20
13420,143,171,13440,20
13420,143,165,13440,20
13420,158,171,13440,20
13420,125,73,13440,20
13420,125,93,13440,20
13420,220,32,13440,20
13420,132,54,13440,20
13420,132,136,13440,20
13420,127,58,13440,20
13420,54,136,13440,20
13420,54,86,13440,20
13420,54,18,13440,20
13420,56,74,13440,20
13420,56,82,13440,20
13420,69,81,13440,20
13420,65,92,13440,20
13420,24,29,13440,20
13420,25,26,13440,20
13420,39,32,13440,20
13420,39,47,13440,20
13420,32,47,13440,20
13420,87,97,13440,20
13420,87,91,13440,20
13420,86,18,13440,20
13420,85,98,13440,20
13420,98,95,13440,20
13420,98,93,13440,20
13420,80,60,13440,20
13420,77,2,13440,20
13420,77,74,13440,20
13420,77,48,13440,20
13420,174,178,13440,20
13420,119,103,13440,20
13420,119,92,13440,20
13420,100,57,13440,20
13420,103,92,13440,20
13420,171,165,13440,20
13420,73,93,13440,20
13420,73,60,13440,20
13420,177,178,13440,20
13420,74,82,13440,20
13420,75,49,13440,20
13420,93,60,13440,20
13420,57,49,13440,20
13440,215,193,13460,20
13440,214,207,13460,20
13440,214,220,13460,20
13440,214,32,13460,20
13440,214,47,13460,20
13440,207,192,13460,20
13440,207,220,13460,20
13440,188,220,13460,20
13440,188,32,13460,20
13440,188,47,13460,20
13440,224,29,13460,20
13440,192,220,13460,20
13440,195,184,13460,20
13440,143,158,13460,20
13440,143,171,13460,20
13440,143,165,13460,20
13440,158,165,13460,20
13440,125,93,13460,20
13440,132,54,13460,20
13440,132,86,13460,20
13440,54,136,13460,20
13440,54,86,13460,20
13440,56,74,13460,20
13440,56,82,13460,20
13440,56,48,13460,20
13440,69,62,13460,20
13440,62,81,13460,20
13440,63,65,13460,20
13440,65,103,13460,20
13440,65,92,13460,20
13440,24,29,13460,20
13440,25,26,13460,20
13440,28,29,13460,20
13440,39,32,13460,20
13440,39,47,13460,20
13440,32,47,13460,20
13440,152,165,13460,20
13440,85,98,13460,20
13440,85,93,13460,20
13440,81,17,13460,20
13440,81,8,13460,20
13440,81,70,13460,20
13440,80,60,13460,20
13440,77,74,13460,20
13440,77,48,13460,20
13440,2,48,13460,20
13440,107,97,13460,20
13440,156,171,13460,20
13440,174,177,13460,20
13440,174,178,13460,20
13440,100,75,13460,20
13440,171,165,13460,20
13440,74,48,13460,20
13440,75,57,13460,20
13440,75,49,13460,20
13440,93,60,13460,20
13460,215,28,13480,20
13460,214,37,13480,20
13460,214,193,13480,20
13460,211,179,13480,20
13460,207,192,13480,20
13460,213,149,13480,20
13460,206,223,13480,20
13460,206,25,13480,20
13460,188,200,13480,20
13460,188,220,13480,20
13460,221,225,13480,20
13460,221,149,13480,20
13460,189,151,13480,20
13460,225,218,13480,20
13460,224,193,13480,20
13460,192,200,13480,20
13460,200,220,13480,20
13460,200,218,13480,20
13460,195,184,13480,20
13460,143,158,13480,20
13460,143,171,13480,20
13460,143,165,13480,20
13460,149,26,13480,20
13460,158,165,13480,20
13460,125,98,13480,20
13460,125,20,13480,20
13460,220,218,13480,20
13460,132,54,13480,20
13460,129,103,13480,20
13460,218,193,13480,20
13460,54,86,13480,20
13460,54,18,13480,20
13460,54,111,13480,20
13460,56,74,13480,20
13460,56,82,13480,20
13460,56,48,13480,20
13460,69,62,13480,20
13460,62,81,13480,20
13460,63,103,13480,20
13460,65,103,13480,20
13460,40,28,13480,20
13460,24,29,13480,20
13460,25,26,13480,20
13460,36,232,13480,20
13460,39,32,13480,20
13460,39,47,13480,20
13460,32,47,13480,20
13460,87,91,13480,20
13460,86,18,13480,20
13460,86,111,13480,20
13460,81,8,13480,20
13460,81,70,13480,20
13460,77,2,13480,20
13460,20,112,13480,20
13460,2,82,13480,20
13460,107,91,13480,20
13460,18,111,13480,20
13460,114,103,13480,20
13460,156,165,13480,20
13460,174,177,13480,20
13460,174,178,13480,20
13460,100,75,13480,20
13460,100,57,13480,20
13460,100,49,13480,20
13460,171,165,13480,20
13460,73,60,13480,20
13460,74,48,13480,20
13460,113,91,13480,20
13460,75,57,13480,20
13460,75,49,13480,20
13460,93,60,13480,20
13460,82,48,13480,20
13480,211,179,13500,20
13480,207,220,13500,20
13480,207,218,13500,20
13480,206,223,13500,20
13480,194,217,13500,20
13480,186,189,13500,20
13480,221,223,13500,20
13480,187,29,13500,20
13480,224,217,13500,20
13480,224,193,13500,20
13480,192,220,13500,20
13480,223,217,13500,20
13480,200,220,13500,20
13480,200,32,13500,20
13480,200,47,13500,20
13480,195,184,13500,20
13480,143,158,13500,20
13480,143,152,13500,20
13480,143,156,13500,20
13480,149,25,13500,20
13480,158,156,13500,20
13480,158,165,13500,20
13480,125,98,13500,20
13480,125,80,13500,20
13480,132,54,13500,20
13480,217,193,13500,20
13480,54,86,13500,20
13480,54,111,13500,20
13480,56,77,13500,20
13480,56,82,13500,20
13480,69,62,13500,20
13480,62,81,13500,20
13480,24,154,13500,20
13480,25,26,13500,20
13480,31,38,13500,20
13480,36,232,13500,20
13480,39,32,13500,20
13480,39,47,13500,20
13480,32,47,13500,20
13480,87,91,13500,20
13480,85,93,13500,20
13480,99,92,13500,20
13480,101,116,13500,20
13480,77,74,13500,20
13480,20,112,13500,20
13480,2,74,13500,20
13480,2,82,13500,20
13480,2,48,13500,20
13480,107,91,13500,20
13480,114,103,13500,20
13480,156,165,13500,20
13480,174,177,13500,20
13480,174,178,13500,20
13480,100,75,13500,20
13480,100,57,13500,20
13480,100,49,13500,20
13480,171,165,13500,20
13480,177,178,13500,20
13480,113,91,13500,20
13480,75,57,13500,20
13480,75,49,13500,20
13480,93,60,13500,20
13500,211,179,13520,20
13500,207,220,13520,20
13500,213,149,13520,20
13500,206,225,13520,20
13500,206,25,13520,20
13500,194,223,13520,20
13500,188,192,13520,20
13500,188,39,13520,20
13500,188,47,13520,20
13500,187,40,13520,20
13500,225,25,13520,20
13500,224,217,13520,20
13500,224,24,13520,20
13500,192,218,13520,20
13500,143,152,13520,20
13500,143,171,13520,20
13500,158,156,13520,20
13500,125,58,13520,20
13500,125,80,13520,20
13500,125,20,13520,20
13500,54,86,13520,20
13500,54,18,13520,20
13500,54,111,13520,20
13500,56,2,13520,20
13500,56,74,13520,20
13500,69,81,13520,20
13500,62,81,13520,20
13500,62,8,13520,20
13500,63,103,13520,20
13500,25,26,13520,20
13500,25,157,13520,20
13500,31,38,13520,20
13500,39,32,13520,20
13500,39,47,13520,20
13500,87,97,13520,20
13500,85,80,13520,20
13500,85,93,13520,20
13500,98,114,13520,20
13500,98,92,13520,20
13500,99,92,13520,20
13500,101,116,13520,20
13500,80,93,13520,20
13500,77,74,13520,20
13500,77,82,13520,20
13500,107,97,13520,20
13500,107,91,13520,20
13500,114,103,13520,20
13500,114,92,13520,20
13500,156,171,13520,20
13500,174,177,13520,20
13500,174,178,13520,20
13500,97,113,13520,20
13500,97,91,13520,20
13500,100,75,13520,20
13500,100,57,13520,20
13500,100,49,13520,20
13500,95,60,13520,20
13500,177,178,13520,20
13500,113,91,13520,20
13500,75,49,13520,20
13520,215,40,13540,20
13520,214,200,13540,20
13520,211,179,13540,20
13520,206,225,13540,20
13520,188,47,13540,20
13520,186,224,13540,20
13520,186,217,13540,20
13520,224,223,13540,20
13520,197,195,13540,20
13520,197,203,13540,20
13520,200,218,13540,20
13520,158,156,13540,20
13520,155,25,13540,20
13520,155,157,13540,20
13520,125,20,13540,20
13520,125,60,13540,20
13520,132,54,13540,20
13520,132,86,13540,20
13520,54,86,13540,20
13520,56,82,13540,20
13520,56,48,13540,20
13520,69,81,13540,20
13520,69,70,13540,20
13520,62,81,13540,20
13520,63,103,13540,20
13520,65,92,13540,20
13520,40,28,13540,20
13520,25,32,13540,20
13520,25,157,13540,20
13520,34,38,13540,20
13520,39,47,13540,20
13520,87,107,13540,20
13520,87,91,13540,20
13520,86,18,13540,20
13520,98,103,13540,20
13520,98,92,13540,20
13520,101,116,13540,20
13520,2,82,13540,20
13520,2,48,13540,20
13520,107,91,13540,20
13520,114,103,13540,20
13520,174,177,13540,20
13520,174,178,13540,20
13520,97,91,13540,20
13520,100,75,13540,20
13520,100,57,13540,20
13520,100,49,13540,20
13520,103,92,13540,20
13520,171,165,13540,20
13520,95,60,13540,20
13520,73,93,13540,20
13520,177,178,13540,20
13520,75,49,13540,20
13520,93,60,13540,20
13520,82,48,13540,20
13540,215,38,13560,20
13540,211,179,13560,20
13540,207,200,13560,20
13540,194,217,13560,20
13540,194,154,13560,20
13540,188,200,13560,20
13540,221,225,13560,20
13540,189,223,13560,20
13540,224,223,13560,20
13540,224,217,13560,20
13540,224,154,13560,20
13540,223,217,13560,20
13540,148,177,13560,20
13540,148,178,13560,20
13540,158,24,13560,20
13540,158,156,13560,20
13540,151,220,13560,20
13540,155,157,13560,20
13540,125,20,13560,20
13540,132,54,13560,20
13540,54,86,13560,20
13540,56,77,13560,20
13540,56,82,13560,20
13540,56,48,13560,20
13540,69,81,13560,20
13540,65,92,13560,20
13540,40,28,13560,20
13540,24,29,13560,20
13540,25,39,13560,20
13540,25,157,13560,20
13540,25,47,13560,20
13540,39,32,13560,20
13540,39,47,13560,20
13540,32,157,13560,20
13540,87,91,13560,20
13540,86,18,13560,20
13540,98,119,13560,20
13540,98,92,13560,20
13540,101,116,13560,20
13540,157,47,13560,20
13540,77,48,13560,20
13540,20,97,13560,20
13540,20,113,13560,20
13540,107,97,13560,20
13540,114,92,13560,20
13540,174,177,13560,20
13540,174,178,13560,20
13540,97,91,13560,20
13540,100,75,13560,20
13540,100,57,13560,20
13540,100,49,13560,20
13540,73,60,13560,20
13540,75,49,13560,20
13540,82,48,13560,20
13540,57,49,13560,20
13560,215,40,13580,20
13560,214,207,13580,20
13560,211,189,13580,20
13560,211,179,13580,20
13560,194,189,13580,20
13560,194,223,13580,20
13560,194,217,13580,20
13560,186,223,13580,20
13560,221,225,13580,20
13560,189,223,13580,20
13560,189,154,13580,20
13560,224,217,13580,20
13560,224,193,13580,20
13560,224,154,13580,20
13560,223,193,13580,20
13560,195,184,13580,20
13560,143,171,13580,20
13560,125,58,13580,20
13560,54,86,13580,20
13560,56,74,13580,20
13560,56,82,13580,20
13560,56,48,13580,20
13560,69,62,13580,20
13560,69,81,13580,20
13560,62,81,13580,20
13560,63,114,13580,20
13560,65,92,13580,20
13560,24,29,13580,20
13560,26,47,13580,20
13560,31,38,13580,20
13560,39,47,13580,20
13560,87,97,13580,20
13560,87,91,13580,20
13560,81,70,13580,20
13560,98,99,13580,20
13560,99,115,13580,20
13560,80,73,13580,20
13560,77,74,13580,20
13560,77,48,13580,20
13560,107,97,13580,20
13560,107,91,13580,20
13560,17,70,13580,20
13560,114,92,13580,20
13560,174,177,13580,20
13560,100,75,13580,20
13560,100,57,13580,20
13560,171,165,13580,20
13560,73,93,13580,20
13560,74,48,13580,20
13560,75,57,13580,20
13560,75,49,13580,20
13560,93,60,13580,20
13560,82,48,13580,20
13560,57,49,13580,20
13580,214,200,13600,20
13580,214,158,13600,20
13580,214,220,13600,20
13580,207,188,13600,20
13580,207,192,13600,20
13580,207,220,13600,20
13580,207,24,13600,20
13580,206,221,13600,20
13580,206,225,13600,20
13580,206,151,13600,20
13580,194,24,13600,20
13580,194,193,13600,20
13580,188,192,13600,20
13580,221,225,13600,20
13580,221,151,13600,20
13580,221,156,13600,20
13580,225,156,13600,20
13580,192,40,13600,20
13580,223,39,13600,20
13580,197,195,13600,20
13580,195,203,13600,20
13580,143,171,13600,20
13580,149,152,13600,20
13580,158,152,13600,20
13580,151,156,13600,20
13580,125,20,13600,20
13580,220,34,13600,20
13580,132,111,13600,20
13580,129,98,13600,20
13580,129,103,13600,20
13580,127,20,13600,20
13580,54,86,13600,20
13580,54,18,13600,20
13580,56,2,13600,20
13580,56,74,13600,20
13580,56,82,13600,20
13580,56,48,13600,20
13580,69,81,13600,20
13580,62,81,13600,20
13580,63,103,13600,20
13580,65,98,13600,20
13580,65,92,13600,20
13580,39,47,13600,20
13580,136,111,13600,20
13580,87,91,13600,20
13580,98,99,13600,20
13580,98,92,13600,20
13580,80,73,13600,20
13580,80,93,13600,20
13580,77,48,13600,20
13580,20,113,13600,20
13580,2,74,13600,20
13580,107,97,13600,20
13580,174,177,13600,20
13580,97,91,13600,20
13580,100,75,13600,20
13580,100,57,13600,20
13580,100,49,13600,20
13580,103,92,13600,20
13580,171,165,13600,20
13580,73,93,13600,20
13580,177,178,13600,20
13580,113,91,13600,20
13580,75,49,13600,20
13580,82,48,13600,20
13600,215,40,13620,20
13600,214,207,13620,20
13600,211,179,13620,20
13600,207,218,13620,20
13600,213,143,13620,20
13600,206,221,13620,20
13600,194,189,13620,20
13600,194,217,13620,20
13600,188,218,13620,20
13600,221,225,13620,20
13600,224,223,13620,20
13600,224,28,13620,20
13600,223,28,13620,20
13600,200,218,13620,20
13600,148,174,13620,20
13600,195,217,13620,20
13600,195,184,13620,20
13600,143,158,13620,20
13600,143,151,13620,20
13600,143,156,13620,20
13600,147,160,13620,20
13600,151,25,13620,20
13600,151,157,13620,20
13600,123,117,13620,20
13600,123,116,13620,20
13600,123,95,13620,20
13600,125,93,13620,20
13600,129,103,13620,20
13600,54,86,13620,20
13600,54,18,13620,20
13600,56,2,13620,20
13600,56,74,13620,20
13600,56,82,13620,20
13600,69,81,13620,20
13600,69,70,13620,20
13600,62,81,13620,20
13600,63,103,13620,20
13600,65,92,13620,20
13600,24,154,13620,20
13600,25,26,13620,20
13600,25,39,13620,20
13600,25,32,13620,20
13600,31,38,13620,20
13600,39,32,13620,20
13600,98,115,13620,20
13600,98,119,13620,20
13600,98,103,13620,20
13600,98,92,13620,20
13600,115,92,13620,20
13600,77,82,13620,20
13600,77,48,13620,20
13600,2,74,13620,20
13600,2,82,13620,20
13600,2,48,13620,20
13600,107,91,13620,20
13600,114,103,13620,20
13600,117,95,13620,20
13600,174,178,13620,20
13600,100,75,13620,20
13600,100,57,13620,20
13600,100,49,13620,20
13600,171,165,13620,20
13600,75,57,13620,20
13600,75,49,13620,20
13600,93,60,13620,20
13600,82,48,13620,20
13620,215,40,13640,20
13620,211,179,13640,20
13620,207,200,13640,20
13620,207,220,13640,20
13620,207,218,13640,20
13620,213,149,13640,20
13620,206,225,13640,20
13620,194,217,13640,20
13620,188,220,13640,20
13620,186,224,13640,20
13620,186,202,13640,20
13620,197,195,13640,20
13620,200,220,13640,20
13620,148,174,13640,20
13620,148,176,13640,20
13620,148,47,13640,20
13620,195,217,13640,20
13620,143,156,13640,20
13620,149,31,13640,20
13620,160,37,13640,20
13620,123,140,13640,20
13620,123,117,13640,20
13620,123,95,13640,20
13620,125,80,13640,20
13620,125,93,13640,20
13620,220,218,13640,20
13620,132,54,13640,20
13620,129,103,13640,20
13620,127,20,13640,20
13620,127,95,13640,20
13620,127,113,13640,20
13620,54,86,13640,20
13620,54,18,13640,20
13620,54,111,13640,20
13620,56,2,13640,20
13620,56,82,13640,20
13620,69,81,13640,20
13620,24,154,13640,20
13620,34,157,13640,20
13620,34,29,13640,20
13620,36,232,13640,20
13620,39,32,13640,20
13620,87,91,13640,20
13620,81,70,13640,20
13620,99,119,13640,20
13620,157,29,13640,20
13620,157,171,13640,20
13620,80,93,13640,20
13620,115,92,13640,20
13620,77,2,13640,20
13620,77,74,13640,20
13620,77,82,13640,20
13620,20,113,13640,20
13620,2,74,13640,20
13620,2,48,13640,20
13620,107,91,13640,20
13620,114,103,13640,20
13620,117,95,13640,20
13620,116,95,13640,20
13620,174,176,13640,20
13620,174,47,13640,20
13620,119,92,13640,20
13620,97,91,13640,20
13620,100,75,13640,20
13620,100,57,13640,20
13620,171,165,13640,20
13620,74,82,13640,20
13620,75,57,13640,20
13620,75,49,13640,20
13620,93,60,13640,20
13640,214,188,13660,20
13640,211,179,13660,20
13640,206,225,13660,20
13640,188,187,13660,20
13640,221,225,13660,20
13640,148,28,13660,20
13640,148,178,13660,20
13640,195,203,13660,20
13640,143,152,13660,20
13640,143,171,13660,20
13640,158,157,13660,20
13640,158,29,13660,20
13640,155,28,13660,20
13640,123,140,13660,20
13640,123,117,13660,20
13640,123,95,13660,20
13640,125,60,13660,20
13640,132,54,13660,20
13640,132,136,13660,20
13640,132,86,13660,20
13640,129,119,13660,20
13640,129,103,13660,20
13640,127,112,13660,20
13640,54,86,13660,20
13640,54,18,13660,20
13640,56,77,13660,20
13640,56,2,13660,20
13640,56,82,13660,20
13640,69,81,13660,20
13640,65,92,13660,20
13640,25,26,13660,20
13640,36,232,13660,20
13640,39,32,13660,20
13640,39,47,13660,20
13640,32,47,13660,20
13640,136,111,13660,20
13640,87,91,13660,20
13640,81,8,13660,20
13640,81,70,13660,20
13640,157,171,13660,20
13640,80,93,13660,20
13640,77,2,13660,20
13640,77,74,13660,20
13640,20,97,13660,20
13640,20,113,13660,20
13640,2,82,13660,20
13640,107,91,13660,20
13640,18,111,13660,20
13640,8,70,13660,20
13640,174,178,13660,20
13640,119,92,13660,20
13640,97,91,13660,20
13640,100,75,13660,20
13640,171,165,13660,20
13640,177,178,13660,20
13640,113,91,13660,20
13640,75,57,13660,20
13640,75,49,13660,20
13660,214,188,13680,20
13660,214,200,13680,20
13660,214,158,13680,20
13660,213,151,13680,20
13660,188,186,13680,20
13660,188,192,13680,20
13660,188,220,13680,20
13660,186,220,13680,20
13660,189,193,13680,20
13660,225,157,13680,20
13660,224,223,13680,20
13660,192,200,13680,20
13660,197,203,13680,20
13660,147,157,13680,20
13660,147,179,13680,20
13660,158,34,13680,20
13660,158,152,13680,20
13660,125,60,13680,20
13660,127,58,13680,20
13660,54,86,13680,20
13660,54,18,13680,20
13660,54,111,13680,20
13660,56,82,13680,20
13660,69,62,13680,20
13660,69,81,13680,20
13660,69,8,13680,20
13660,69,70,13680,20
13660,62,81,13680,20
13660,62,70,13680,20
13660,63,65,13680,20
13660,65,98,13680,20
13660,65,92,13680,20
13660,24,47,13680,20
13660,25,26,13680,20
13660,34,152,13680,20
13660,36,232,13680,20
13660,39,32,13680,20
13660,39,47,13680,20
13660,32,47,13680,20
13660,87,91,13680,20
13660,81,8,13680,20
13660,98,92,13680,20
13660,80,93,13680,20
13660,77,2,13680,20
13660,77,74,13680,20
13660,77,48,13680,20
13660,20,113,13680,20
13660,2,48,13680,20
13660,107,97,13680,20
13660,29,156,13680,20
13660,8,70,13680,20
13660,119,92,13680,20
13660,97,91,13680,20
13660,100,75,13680,20
13660,100,49,13680,20
13660,74,48,13680,20
13660,75,49,13680,20
13660,57,49,13680,20
13680,214,192,13700,20
13680,214,200,13700,20
13680,211,147,13700,20
13680,211,179,13700,20
13680,207,192,13700,20
13680,213,151,13700,20
13680,206,225,13700,20
13680,194,217,13700,20
13680,188,186,13700,20
13680,186,193,13700,20
13680,221,225,13700,20
13680,148,174,13700,20
13680,148,178,13700,20
13680,195,203,13700,20
13680,203,184,13700,20
13680,143,29,13700,20
13680,147,179,13700,20
13680,158,152,13700,20
13680,125,93,13700,20
13680,125,60,13700,20
13680,132,86,13700,20
13680,132,111,13700,20
13680,129,114,13700,20
13680,129,92,13700,20
13680,127,58,13700,20
13680,56,82,13700,20
13680,69,62,13700,20
13680,69,81,13700,20
13680,62,81,13700,20
13680,63,103,13700,20
13680,65,103,13700,20
13680,65,92,13700,20
13680,25,26,13700,20
13680,28,152,13700,20
13680,34,152,13700,20
13680,34,157,13700,20
13680,36,232,13700,20
13680,39,32,13700,20
13680,39,47,13700,20
13680,32,47,13700,20
13680,136,97,13700,20
13680,87,97,13700,20
13680,87,91,13700,20
13680,85,93,13700,20
13680,81,8,13700,20
13680,81,70,13700,20
13680,98,92,13700,20
13680,80,93,13700,20
13680,77,2,13700,20
13680,77,74,13700,20
13680,20,113,13700,20
13680,20,91,13700,20
13680,119,103,13700,20
13680,97,91,13700,20
13680,100,57,13700,20
13680,103,92,13700,20
13680,171,165,13700,20
13680,113,91,13700,20
13680,75,57,13700,20
13680,75,49,13700,20
13680,57,49,13700,20
13700,215,40,13720,20
13700,214,40,13720,20
13700,211,179,13720,20
13700,207,223,13720,20
13700,207,220,13720,20
13700,213,147,13720,20
13700,206,179,13720,20
13700,186,220,13720,20
13700,186,193,13720,20
13700,187,28,13720,20
13700,200,39,13720,20
13700,148,178,13720,20
13700,195,184,13720,20
13700,143,165,13720,20
13700,158,29,13720,20
13700,158,156,13720,20
13700,158,165,13720,20
13700,125,80,13720,20
13700,125,93,13720,20
13700,125,60,13720,20
13700,132,136,13720,20
13700,127,58,13720,20
13700,56,77,13720,20
13700,69,62,13720,20
13700,69,81,13720,20
13700,25,26,13720,20
13700,25,39,13720,20
13700,25,32,13720,20
13700,25,47,13720,20
13700,26,32,13720,20
13700,26,47,13720,20
13700,34,29,13720,20
13700,34,165,13720,20
13700,39,32,13720,20
13700,39,47,13720,20
13700,32,193,13720,20
13700,136,111,13720,20
13700,86,111,13720,20
13700,81,8,13720,20
13700,81,70,13720,20
13700,98,92,13720,20
13700,101,95,13720,20
13700,80,93,13720,20
13700,115,119,13720,20
13700,77,74,13720,20
13700,20,113,13720,20
13700,2,48,13720,20
13700,12,100,13720,20
13700,8,70,13720,20
13700,116,95,13720,20
13700,100,75,13720,20
13700,100,57,13720,20
13700,177,178,13720,20
13700,74,82,13720,20
13700,75,57,13720,20
13700,75,49,13720,20
13720,214,220,13740,20
13720,211,179,13740,20
13720,207,220,13740,20
